time,pv,load,Price
04-Jan-2016 15:00:00,1157.43407667795,647.238298120321,45
04-Jan-2016 16:00:00,536.93934958468,619.625464273627,52.51
04-Jan-2016 17:00:00,45.3518016132427,1238.52999052767,53.35
04-Jan-2016 18:00:00,0,1142.22723964146,60
04-Jan-2016 19:00:00,0,874.91976051807,58.46
04-Jan-2016 20:00:00,0,459.609901003157,55.51
04-Jan-2016 21:00:00,0,381.473108971787,53
04-Jan-2016 22:00:00,0,356.790569346276,47.79
04-Jan-2016 23:00:00,0,334.340963341387,42.75
05-Jan-2016 00:00:00,0,318.245233492739,38.68
05-Jan-2016 01:00:00,0,342.805234078093,31.81
05-Jan-2016 02:00:00,0,346.145557543088,24.42
05-Jan-2016 03:00:00,0,344.72955085684,22.34
05-Jan-2016 04:00:00,0,372.777375603674,21.5
05-Jan-2016 05:00:00,0,394.507632058018,20
05-Jan-2016 06:00:00,0,539.103699442182,29.03
05-Jan-2016 07:00:00,22.1265940402143,716.180917891537,39.26
05-Jan-2016 08:00:00,287.189173110004,802.366232927262,52.99
05-Jan-2016 09:00:00,662.329150985438,876.512427653876,54.85
05-Jan-2016 10:00:00,799.899032951802,996.236882212051,55
05-Jan-2016 11:00:00,1053.44279364557,797.678229637114,54.89
05-Jan-2016 12:00:00,1786.43041853177,742.417002929664,53.86
05-Jan-2016 13:00:00,1398.37604846993,697.305548763852,48.2
05-Jan-2016 14:00:00,1460.15887178058,732.961550204999,41.64
05-Jan-2016 15:00:00,1155.01937095039,619.212507708301,45.5
05-Jan-2016 16:00:00,430.115349088135,820.357482880221,52
05-Jan-2016 17:00:00,17.564284263572,1031.66591411993,56.65
05-Jan-2016 18:00:00,0,911.555461585264,60
05-Jan-2016 19:00:00,0,993.004438487223,58.99
05-Jan-2016 20:00:00,0,645.75378303366,55.5
05-Jan-2016 21:00:00,0,520.559458031896,52.99
05-Jan-2016 22:00:00,0,459.174206638158,46.67
05-Jan-2016 23:00:00,0,571.113619820729,43.48
06-Jan-2016 00:00:00,0,570.017576183777,39.26
06-Jan-2016 01:00:00,0,658.776687603491,40.23
06-Jan-2016 02:00:00,0,655.788096568574,37.08
06-Jan-2016 03:00:00,0,694.476394635627,36.08
06-Jan-2016 04:00:00,0,674.414030672297,35.61
06-Jan-2016 05:00:00,0,684.006114426736,35.19
06-Jan-2016 06:00:00,0,758.183080067877,36.26
06-Jan-2016 07:00:00,0,952.470021702974,41.23
06-Jan-2016 08:00:00,53.6391207987101,911.632048485361,47.23
06-Jan-2016 09:00:00,118.81847173068,1387.64999504266,48.2
06-Jan-2016 10:00:00,228.907463999434,1218.67519408291,51
06-Jan-2016 11:00:00,465.926189508992,943.725363488459,54.89
06-Jan-2016 12:00:00,441.01045032805,672.028195560458,53.12
06-Jan-2016 13:00:00,419.866988813527,572.161600923041,48
06-Jan-2016 14:00:00,388.982610492549,509.36762710822,41.68
06-Jan-2016 15:00:00,263.015398000759,629.596397893882,41.23
06-Jan-2016 16:00:00,72.2507478062391,907.444862252331,45.71
06-Jan-2016 17:00:00,0.482213404086666,373.777348633144,49.61
06-Jan-2016 18:00:00,0,120.157766219616,59.74
06-Jan-2016 19:00:00,0,94.5109578101511,61.2
06-Jan-2016 20:00:00,0,96.4894186907154,57.86
06-Jan-2016 21:00:00,0,96.3572126818359,55.82
06-Jan-2016 22:00:00,0,790.036014320536,52.5
06-Jan-2016 23:00:00,0,601.469263157169,44.66
07-Jan-2016 00:00:00,0,624.887835275885,39.77
07-Jan-2016 01:00:00,0,562.76734964121,37
07-Jan-2016 02:00:00,0,605.417743339976,31.1
07-Jan-2016 03:00:00,0,554.924851071221,29.03
07-Jan-2016 04:00:00,0,484.036016340934,29.03
07-Jan-2016 05:00:00,0,498.781547506381,29.03
07-Jan-2016 06:00:00,0,513.091384306829,34.4
07-Jan-2016 07:00:00,2.14699983817284,674.525473121594,46.66
07-Jan-2016 08:00:00,88.1569403657573,869.59080997066,59.14
07-Jan-2016 09:00:00,272.33902972073,1145.93445406965,68
07-Jan-2016 10:00:00,479.472442569744,1066.37972649677,78.12
07-Jan-2016 11:00:00,950.679961350647,1061.48265798866,74.31
07-Jan-2016 12:00:00,932.377291900306,926.094922931515,53
07-Jan-2016 13:00:00,1855.00401026655,872.272100323764,46
07-Jan-2016 14:00:00,1607.87489750665,889.031628691421,44
07-Jan-2016 15:00:00,1155.43369673429,819.562612973075,44.53
07-Jan-2016 16:00:00,542.737838674921,824.024940197603,70
07-Jan-2016 17:00:00,59.1997300590942,949.488170315266,77.09
07-Jan-2016 18:00:00,0,996.778300537807,85.7
07-Jan-2016 19:00:00,0,932.592759767525,73.9
07-Jan-2016 20:00:00,0,878.683479059219,66
07-Jan-2016 21:00:00,0,760.48334208334,61.01
07-Jan-2016 22:00:00,0,812.571896886661,55.36
07-Jan-2016 23:00:00,0,759.165502783707,50.8
08-Jan-2016 00:00:00,0,679.04396407286,42.48
08-Jan-2016 01:00:00,0,413.344605619787,38.46
08-Jan-2016 02:00:00,0,461.148446729561,35.03
08-Jan-2016 03:00:00,0,424.182502949146,31.69
08-Jan-2016 04:00:00,0,461.38671708542,28.76
08-Jan-2016 05:00:00,0,448.452040624502,28.41
08-Jan-2016 06:00:00,0,523.425510026658,37.08
08-Jan-2016 07:00:00,16.0153072931098,648.983775977685,51.58
08-Jan-2016 08:00:00,350.889079369748,723.102875960975,57.23
08-Jan-2016 09:00:00,961.662379850115,623.655705227115,62.01
08-Jan-2016 10:00:00,922.042174392463,573.666516490647,63.49
08-Jan-2016 11:00:00,625.970232182902,533.432864972737,60
08-Jan-2016 12:00:00,494.158941157917,541.02347773796,58.6
08-Jan-2016 13:00:00,622.515110410491,467.186898319474,49.31
08-Jan-2016 14:00:00,728.182920599837,456.056268838631,52.4
08-Jan-2016 15:00:00,323.179174042144,480.31219106508,45.66
08-Jan-2016 16:00:00,173.528378756302,512.117879710034,56.16
08-Jan-2016 17:00:00,19.2650136273667,699.73508946668,60
08-Jan-2016 18:00:00,0,959.530108501566,69.08
08-Jan-2016 19:00:00,0,863.776945210455,63.71
08-Jan-2016 20:00:00,0,574.558328394005,59.8
08-Jan-2016 21:00:00,0,443.053515133181,56
08-Jan-2016 22:00:00,0,326.273809864446,49.18
08-Jan-2016 23:00:00,0,270.797663296011,46.03
09-Jan-2016 00:00:00,0,249.033368219402,41.31
09-Jan-2016 01:00:00,0,239.9586715234,37.6
09-Jan-2016 02:00:00,0,265.868870791956,35.54
09-Jan-2016 03:00:00,0,253.744313540958,31.97
09-Jan-2016 04:00:00,0,255.133089329393,29
09-Jan-2016 05:00:00,0,240.741559835508,29
09-Jan-2016 06:00:00,0,278.306583367797,31.96
09-Jan-2016 07:00:00,0,457.778623125269,37.05
09-Jan-2016 08:00:00,7.46288341939781,445.688104496537,40.29
09-Jan-2016 09:00:00,131.859748340362,756.449561113136,50
09-Jan-2016 10:00:00,515.327867899651,655.352606435308,52.99
09-Jan-2016 11:00:00,292.511837860685,627.470277469929,52.99
09-Jan-2016 12:00:00,640.264916767591,642.508835788253,44.5
09-Jan-2016 13:00:00,396.654147002262,632.156692291039,42.6
09-Jan-2016 14:00:00,234.932112159566,604.818867819835,39.17
09-Jan-2016 15:00:00,141.188811437265,534.474446814063,38.48
09-Jan-2016 16:00:00,51.2276096034094,397.428145848404,40.16
09-Jan-2016 17:00:00,2.49606312527172,376.147199207967,45.24
09-Jan-2016 18:00:00,0,389.939648949978,56.91
09-Jan-2016 19:00:00,0,386.705979834748,56.99
09-Jan-2016 20:00:00,0,233.988297178018,56.99
09-Jan-2016 21:00:00,0,227.493728049746,51.1
09-Jan-2016 22:00:00,0,244.124998888706,41.28
09-Jan-2016 23:00:00,0,249.646063420182,38.86
10-Jan-2016 00:00:00,0,276.495728663268,37.48
10-Jan-2016 01:00:00,0,258.135295813217,36.53
10-Jan-2016 02:00:00,0,274.290025940459,30
10-Jan-2016 03:00:00,0,256.528672842282,25.72
10-Jan-2016 04:00:00,0,265.889293965315,24
10-Jan-2016 05:00:00,0,278.463161030218,23.56
10-Jan-2016 06:00:00,0,324.789725933666,24.12
10-Jan-2016 07:00:00,26.6598738118455,589.222166866015,25.72
10-Jan-2016 08:00:00,487.28401547065,529.722655145789,34.72
10-Jan-2016 09:00:00,1192.70042033032,495.078145403887,36.35
10-Jan-2016 10:00:00,1701.76912319271,421.268796883213,36.35
10-Jan-2016 11:00:00,1975.75425339329,390.756575884351,36.35
10-Jan-2016 12:00:00,2075.46382645238,343.116120161452,29.28
10-Jan-2016 13:00:00,1990.71812258363,248.808713312449,29.28
10-Jan-2016 14:00:00,1735.71274004194,283.09922138279,25.07
10-Jan-2016 15:00:00,1269.82009887769,332.68668629928,25.07
10-Jan-2016 16:00:00,553.083175066063,366.650423595871,29.28
10-Jan-2016 17:00:00,72.4161253551238,412.902103530335,36.08
10-Jan-2016 18:00:00,0,419.995752410481,56.84
10-Jan-2016 19:00:00,0,414.985267212988,49.84
10-Jan-2016 20:00:00,0,255.330513338534,50
10-Jan-2016 21:00:00,0,261.872736537977,48.3
10-Jan-2016 22:00:00,0,275.665186279988,39.8
10-Jan-2016 23:00:00,0,260.477153025088,37.48
11-Jan-2016 00:00:00,0,259.612572019543,34.95
11-Jan-2016 01:00:00,0,235.887652300437,27.77
11-Jan-2016 02:00:00,0,260.191228598058,21.6
11-Jan-2016 03:00:00,0,234.519299685361,19.78
11-Jan-2016 04:00:00,0,218.119491477807,19.36
11-Jan-2016 05:00:00,0,226.247914474826,19.56
11-Jan-2016 06:00:00,0,269.381656609763,27.19
11-Jan-2016 07:00:00,7.52718876095538,618.296732614868,37.08
11-Jan-2016 08:00:00,269.727920846434,663.163653318323,37.08
11-Jan-2016 09:00:00,614.370385730737,646.423595042602,38.08
11-Jan-2016 10:00:00,1274.88579885214,493.165174832561,38
11-Jan-2016 11:00:00,1561.49270855182,457.247620617926,33.25
11-Jan-2016 12:00:00,1433.23015738724,469.596832775877,28.87
11-Jan-2016 13:00:00,1557.80116836804,474.940896471572,25.07
11-Jan-2016 14:00:00,1289.80406954967,511.927263425346,24.77
11-Jan-2016 15:00:00,1100.97676722526,566.655104921895,26.58
11-Jan-2016 16:00:00,570.842358137608,456.437501408005,35.43
11-Jan-2016 17:00:00,68.9449960528377,1172.50252459845,39.77
11-Jan-2016 18:00:00,0,982.953132872075,62.99
11-Jan-2016 19:00:00,0,581.502207336182,59.5
11-Jan-2016 20:00:00,0,557.409670496608,56.99
11-Jan-2016 21:00:00,0,292.064994487542,55.7
11-Jan-2016 22:00:00,0,201.835414585955,47
11-Jan-2016 23:00:00,0,218.1058760289,44.52
12-Jan-2016 00:00:00,0,213.966779561406,39.24
12-Jan-2016 01:00:00,0,231.768979006302,29.28
12-Jan-2016 02:00:00,0,226.731262910997,25.07
12-Jan-2016 03:00:00,0,233.634295506456,21.72
12-Jan-2016 04:00:00,0,213.551508369766,22.38
12-Jan-2016 05:00:00,0,227.180572724903,24.13
12-Jan-2016 06:00:00,0,268.088188963671,25.07
12-Jan-2016 07:00:00,24.4613009130051,489.808966677176,35.01
12-Jan-2016 08:00:00,469.226947372752,522.989815661658,41.55
12-Jan-2016 09:00:00,1116.69109723643,834.821923102999,62.44
12-Jan-2016 10:00:00,1561.63842612256,817.156899305834,56.85
12-Jan-2016 11:00:00,1826.40375997743,636.202273316962,35
12-Jan-2016 12:00:00,1940.76587018069,533.405634074924,30.07
12-Jan-2016 13:00:00,1862.39061688348,397.04691327903,27.77
12-Jan-2016 14:00:00,1625.80683805091,416.58508245947,27.77
12-Jan-2016 15:00:00,1196.63734999346,474.811549706963,28.07
12-Jan-2016 16:00:00,604.572699716368,495.582938172085,38
12-Jan-2016 17:00:00,81.1618435507551,638.076916399616,56.85
12-Jan-2016 18:00:00,0,723.810743149611,64.99
12-Jan-2016 19:00:00,0,517.095075134951,62.55
12-Jan-2016 20:00:00,0,232.088942055599,60
12-Jan-2016 21:00:00,0,226.043682741232,57.01
12-Jan-2016 22:00:00,0,205.95408788009,54.6
12-Jan-2016 23:00:00,0,205.450316270559,50.27
13-Jan-2016 00:00:00,0,198.513245052835,42.82
13-Jan-2016 01:00:00,0,213.388122982892,33.51
13-Jan-2016 02:00:00,0,212.686927364221,30.62
13-Jan-2016 03:00:00,0,229.77431574154,24.73
13-Jan-2016 04:00:00,0,244.050113919722,15
13-Jan-2016 05:00:00,0,244.560693253705,19.36
13-Jan-2016 06:00:00,0,300.915036276592,23.67
13-Jan-2016 07:00:00,27.7709997007651,483.593514251482,32.28
13-Jan-2016 08:00:00,475.558538931723,497.944197398648,39.08
13-Jan-2016 09:00:00,1071.92629836271,1049.95316393211,41.24
13-Jan-2016 10:00:00,1605.21339691047,816.449780966889,40.6
13-Jan-2016 11:00:00,1887.54871969816,592.911953519603,33.63
13-Jan-2016 12:00:00,1981.50655415312,486.384681277259,32.99
13-Jan-2016 13:00:00,1900.1029340447,477.221484163366,30
13-Jan-2016 14:00:00,1668.71205994811,461.965373663935,25.14
13-Jan-2016 15:00:00,1210.21346970501,443.373478182478,31.62
13-Jan-2016 16:00:00,599.795822137026,628.532010175637,40.01
13-Jan-2016 17:00:00,81.2498005884751,812.114009339944,50
13-Jan-2016 18:00:00,0,928.848715550045,61.48
13-Jan-2016 19:00:00,0,935.79797259454,57.5
13-Jan-2016 20:00:00,0,865.990204507408,56.8
13-Jan-2016 21:00:00,0,354.798175322998,55.3
13-Jan-2016 22:00:00,0,257.297945705484,51.14
13-Jan-2016 23:00:00,0,243.873113083941,45.11
14-Jan-2016 00:00:00,0,233.341563354972,43.29
14-Jan-2016 01:00:00,0,228.154077321698,41.64
14-Jan-2016 02:00:00,0,217.016640116402,40.39
14-Jan-2016 03:00:00,0,226.186644954748,38.52
14-Jan-2016 04:00:00,0,220.733657667803,37.97
14-Jan-2016 05:00:00,0,224.042211752017,37.99
14-Jan-2016 06:00:00,0,270.355161206558,40.53
14-Jan-2016 07:00:00,14.0388196320165,446.076144790364,54
14-Jan-2016 08:00:00,452.342739414914,526.026060767748,58.1
14-Jan-2016 09:00:00,1054.70465431821,892.823667366295,59.59
14-Jan-2016 10:00:00,1587.24731818387,1013.1870268644,60
14-Jan-2016 11:00:00,1867.27474482648,956.071307938672,56.18
14-Jan-2016 12:00:00,1847.27726538274,922.141541187102,39.9
14-Jan-2016 13:00:00,1349.01169168119,852.360255148093,29.28
14-Jan-2016 14:00:00,1081.02030385365,1026.23940888111,31.63
14-Jan-2016 15:00:00,957.442174820612,958.688877990895,35.39
14-Jan-2016 16:00:00,457.725678329106,766.400548100744,43.35
14-Jan-2016 17:00:00,105.815679163478,688.186057240948,54.08
14-Jan-2016 18:00:00,0,1126.61066013223,60.2
14-Jan-2016 19:00:00,0,1237.81415830142,55.59
14-Jan-2016 20:00:00,0,1204.08406210806,53.9
14-Jan-2016 21:00:00,0,1196.04236952058,51.71
14-Jan-2016 22:00:00,0,1221.69557719103,48.75
14-Jan-2016 23:00:00,0,1186.53565463078,43
15-Jan-2016 00:00:00,0,814.801562799545,39.9
15-Jan-2016 01:00:00,0,629.884705024471,35
15-Jan-2016 02:00:00,0,646.155166467416,31.28
15-Jan-2016 03:00:00,0,607.323906186848,20.04
15-Jan-2016 04:00:00,0,657.57172037529,18
15-Jan-2016 05:00:00,0,697.451370221638,18.87
15-Jan-2016 06:00:00,0,764.970994042834,27.28
15-Jan-2016 07:00:00,33.3587703707371,828.711650020106,32.66
15-Jan-2016 08:00:00,355.008615941887,1168.02463491583,41.38
15-Jan-2016 09:00:00,926.394956603282,1385.57915334127,42.78
15-Jan-2016 10:00:00,1646.0541360795,1194.48850641415,43.37
15-Jan-2016 11:00:00,1934.68257896032,913.618950944248,39.84
15-Jan-2016 12:00:00,2037.43924031885,974.873153642264,35.5
15-Jan-2016 13:00:00,1938.3954810606,780.752456638312,39.19
15-Jan-2016 14:00:00,1665.97563081149,724.602617657997,35.08
15-Jan-2016 15:00:00,1225.19380324327,769.182933161976,41
15-Jan-2016 16:00:00,626.821616986411,935.622469458139,53.04
15-Jan-2016 17:00:00,96.2878803862647,1056.34126024994,52.99
15-Jan-2016 18:00:00,0,1211.32012858377,58.24
15-Jan-2016 19:00:00,0,1134.66038583458,54.39
15-Jan-2016 20:00:00,0,924.084738055,55
15-Jan-2016 21:00:00,0,1087.47237147883,51.5
15-Jan-2016 22:00:00,0,1175.34110061732,48
15-Jan-2016 23:00:00,0,1181.80523921729,48
16-Jan-2016 00:00:00,0,1179.67591916284,44.25
16-Jan-2016 01:00:00,0,1081.64829513195,42.03
16-Jan-2016 02:00:00,0,970.18583112456,41.28
16-Jan-2016 03:00:00,0,918.810113148726,39.03
16-Jan-2016 04:00:00,0,853.083507793991,38.8
16-Jan-2016 05:00:00,0,1031.599674961,37.22
16-Jan-2016 06:00:00,0,911.77895917906,37.1
16-Jan-2016 07:00:00,1.37102245216919,1202.34938584017,41.55
16-Jan-2016 08:00:00,41.4271868064282,1041.29258111459,46
16-Jan-2016 09:00:00,167.975360061778,1071.71378283752,50
16-Jan-2016 10:00:00,317.638003204815,968.524814435244,53.6
16-Jan-2016 11:00:00,507.060665676733,757.225301314569,50.1
16-Jan-2016 12:00:00,737.321670703148,640.839422905446,45
16-Jan-2016 13:00:00,770.465834010785,575.409293950644,41.4
16-Jan-2016 14:00:00,158.752575666892,608.099986774503,37.54
16-Jan-2016 15:00:00,230.267822228933,622.968056980106,37.08
16-Jan-2016 16:00:00,159.097985208131,771.80036705971,40.69
16-Jan-2016 17:00:00,34.9221097272167,936.236866590032,42.99
16-Jan-2016 18:00:00,0,952.432306909504,54.05
16-Jan-2016 19:00:00,0,926.502773703501,53.99
16-Jan-2016 20:00:00,0,989.250182683064,54.7
16-Jan-2016 21:00:00,0,940.39359506386,46.99
16-Jan-2016 22:00:00,0,931.350622363809,41.95
16-Jan-2016 23:00:00,0,1046.52670006037,41.95
17-Jan-2016 00:00:00,0,1080.80665615781,41
17-Jan-2016 01:00:00,0,1129.29882628704,37.86
17-Jan-2016 02:00:00,0,1161.57206944743,34.98
17-Jan-2016 03:00:00,0,1127.11075557056,32.12
17-Jan-2016 04:00:00,0,1117.2761806711,29.01
17-Jan-2016 05:00:00,0,1153.96212274476,29.01
17-Jan-2016 06:00:00,0,1215.89737019706,29.01
17-Jan-2016 07:00:00,49.071154263821,1414.1722768168,30
17-Jan-2016 08:00:00,306.922640602213,1329.93771522311,34.73
17-Jan-2016 09:00:00,907.711405374267,1331.81705563564,34.98
17-Jan-2016 10:00:00,1605.73325465027,1525.08862516855,36.2
17-Jan-2016 11:00:00,1533.01726534499,1356.05738817309,37.06
17-Jan-2016 12:00:00,1871.44234571073,1141.48798884309,38.1
17-Jan-2016 13:00:00,1940.74939731526,1620.2645841957,38.56
17-Jan-2016 14:00:00,1716.94429478513,1346.61094433712,36.2
17-Jan-2016 15:00:00,1281.29903713801,332.68668629928,34.88
17-Jan-2016 16:00:00,588.712047391217,366.650423595871,36.94
17-Jan-2016 17:00:00,122.385979027283,636.007640474847,43.99
17-Jan-2016 18:00:00,0,1290.30811309593,54.51
17-Jan-2016 19:00:00,0,1202.73538381666,55.37
17-Jan-2016 20:00:00,0,632.655448876889,57.99
17-Jan-2016 21:00:00,0,570.58488655487,54.03
17-Jan-2016 22:00:00,0,591.452831245152,59.01
17-Jan-2016 23:00:00,0,572.584088302601,45.25
18-Jan-2016 00:00:00,0,590.502019063201,39
18-Jan-2016 01:00:00,0,595.778005514365,38.14
18-Jan-2016 02:00:00,0,609.570455256376,31.67
18-Jan-2016 03:00:00,0,605.043318495054,30.02
18-Jan-2016 04:00:00,0,556.572320388875,30.01
18-Jan-2016 05:00:00,0,619.407617091127,30.01
18-Jan-2016 06:00:00,0,635.494269973838,31.02
18-Jan-2016 07:00:00,25.9386035644104,626.419573277836,42
18-Jan-2016 08:00:00,482.731662663858,992.563025633683,64.99
18-Jan-2016 09:00:00,1156.45758667927,946.538632926294,76.08
18-Jan-2016 10:00:00,1653.66520465234,855.299308641406,72.99
18-Jan-2016 11:00:00,1946.26562675228,938.228942919503,60
18-Jan-2016 12:00:00,2010.09361933589,875.114869900896,54.66
18-Jan-2016 13:00:00,1930.68732138483,892.4613602709,50.37
18-Jan-2016 14:00:00,1663.17063571484,1023.48704588471,52.99
18-Jan-2016 15:00:00,1235.84248012628,1180.10174232739,42.36
18-Jan-2016 16:00:00,638.74309102563,1163.48224885173,61.2
18-Jan-2016 17:00:00,100.240337471168,1142.65918975801,64.99
18-Jan-2016 18:00:00,0,1178.01401746935,77.47
18-Jan-2016 19:00:00,0,1116.40016268847,73.07
18-Jan-2016 20:00:00,0,1107.84053842459,66.37
18-Jan-2016 21:00:00,0,1168.01850796382,55.65
18-Jan-2016 22:00:00,0,1167.53366182827,54.99
18-Jan-2016 23:00:00,0,1097.92808315739,52.99
19-Jan-2016 00:00:00,0,1066.12518567946,48.99
19-Jan-2016 01:00:00,0,1064.62408243755,47.25
19-Jan-2016 02:00:00,0,952.08368334026,44.89
19-Jan-2016 03:00:00,0,992.028006568913,43.3
19-Jan-2016 04:00:00,0,1024.59112263652,43.23
19-Jan-2016 05:00:00,0,1036.38516486532,43.23
19-Jan-2016 06:00:00,0,1165.52572350082,51.01
19-Jan-2016 07:00:00,24.2157641738655,1127.28503331656,69.41
19-Jan-2016 08:00:00,275.691012957715,1081.56183703139,70
19-Jan-2016 09:00:00,641.48232881135,1008.05413878124,86.72
19-Jan-2016 10:00:00,1294.0514709904,909.297135152432,86.9
19-Jan-2016 11:00:00,1381.03486116466,766.681434811679,74.8
19-Jan-2016 12:00:00,1559.91654322183,619.30550122433,68.48
19-Jan-2016 13:00:00,1249.59807230293,526.100945736732,53.03
19-Jan-2016 14:00:00,573.579459092864,568.812608955576,55
19-Jan-2016 15:00:00,467.617586110029,539.478124287103,62.91
19-Jan-2016 16:00:00,338.364799814093,687.784401498215,72.6
19-Jan-2016 17:00:00,57.6416566535211,978.050159797628,91.05
19-Jan-2016 18:00:00,0,1240.25420559232,89.95
19-Jan-2016 19:00:00,0,1127.23016305747,90.08
19-Jan-2016 20:00:00,0,1017.95815247012,78.91
19-Jan-2016 21:00:00,0,945.289097795339,64.9
19-Jan-2016 22:00:00,0,768.769704287672,62.35
19-Jan-2016 23:00:00,0,777.729758903884,74.02
20-Jan-2016 00:00:00,0,850.113161460608,55
20-Jan-2016 01:00:00,0,829.863108534106,49.39
20-Jan-2016 02:00:00,0,823.448734399892,48
20-Jan-2016 03:00:00,0,794.295743665339,46.11
